ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_HAL_4,8,8,14
1_DIN_1,20,1_HAL_2,8,8,12
1_HAL_1,8,1_LIV_1,1,11,17
1_HAL_1,8,1_BED_1,2,11,2
1_HAL_1,8,1_BED_2,2,11,3
1_HAL_1,8,1_BAT_1,4,11,0
1_HAL_1,8,1_STA_1,7,11,19
1_PAN_1,9,1_LAU_1,10,18,16
1_DRE_1,5,1_BAT_2,4,9,1
1_HAL_2,8,1_LIV_1,1,12,17
1_HAL_2,8,1_LAU_1,10,12,16
1_HAL_2,8,1_GAR_1,19,12,10
1_HAL_2,8,1_DIN_1,20,12,8
1_BED_1,2,1_CLO_2,11,2,6
1_BED_1,2,1_HAL_1,8,2,11
1_LIV_1,1,1_HAL_1,8,17,11
1_LIV_1,1,1_HAL_2,8,17,12
1_LIV_1,1,1_KIT_1,3,17,15
1_LIV_1,1,1_HAL_3,8,17,13
1_LIV_1,1,1_HAL_4,8,17,14
1_BED_2,2,1_CLO_3,11,3,7
1_BED_2,2,1_HAL_1,8,3,11
1_BED_3,2,1_HAL_3,8,4,13
1_BED_3,2,1_BAT_2,4,4,1
1_KIT_1,3,1_LIV_1,1,15,17
1_BAT_1,4,1_HAL_1,8,0,11
1_UTI_1,6,1_GAR_1,19,20,10
1_HAL_3,8,1_LIV_1,1,13,17
1_HAL_3,8,1_CLO_1,11,13,5
1_HAL_3,8,1_BED_3,2,13,4
1_BAT_2,4,1_DRE_1,5,1,9
1_BAT_2,4,1_BED_3,2,1,4
1_LAU_1,10,1_PAN_1,9,16,18
1_LAU_1,10,1_HAL_2,8,16,12
1_HAL_4,8,1_LIV_1,1,14,17
1_HAL_4,8,1_DIN_1,20,14,8
1_GAR_1,19,1_UTI_1,6,10,20
1_GAR_1,19,1_HAL_2,8,10,12
1_STA_1,7,1_HAL_1,8,19,11
1_CLO_1,11,1_HAL_3,8,5,13
1_CLO_2,11,1_BED_1,2,6,2
1_CLO_3,11,1_BED_2,2,7,3
