ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_HAL_2,8,10,12
1_BED_1,2,1_HAL_1,8,3,11
1_BED_1,2,1_BAT_2,4,3,1
1_BED_2,2,1_DRE_3,5,4,9
1_BED_2,2,1_HAL_3,8,4,13
1_DRE_1,5,1_BED_3,2,7,5
1_HAL_1,8,1_LIV_1,1,11,17
1_HAL_1,8,1_BED_1,2,11,3
1_HAL_2,8,1_LIV_1,1,12,17
1_HAL_2,8,1_CLO_1,11,12,6
1_HAL_2,8,1_GAR_1,19,12,10
1_HAL_2,8,1_LIV_1,1,12,17
1_HAL_2,8,1_BAT_1,4,12,0
1_HAL_2,8,1_LAU_2,10,12,16
1_HAL_3,8,1_LIV_1,1,13,17
1_HAL_3,8,1_BAT_3,4,13,2
1_HAL_3,8,1_BED_3,2,13,5
1_HAL_3,8,1_LAU_1,10,13,15
1_HAL_3,8,1_BED_2,2,13,4
1_BAT_1,4,1_HAL_2,8,0,12
1_BAT_2,4,1_DRE_2,5,1,8
1_BAT_2,4,1_BED_1,2,1,3
1_KIT_1,3,1_LIV_1,1,14,17
1_KIT_1,3,1_PAN_1,9,14,18
1_LIV_1,1,1_HAL_1,8,17,11
1_LIV_1,1,1_HAL_2,8,17,12
1_LIV_1,1,1_HAL_3,8,17,13
1_LIV_1,1,1_KIT_1,3,17,14
1_LIV_1,1,1_HAL_2,8,17,12
1_LIV_1,1,1_STA_1,7,17,20
1_LIV_1,1,1_POR_1,18,17,19
1_DRE_2,5,1_BAT_2,4,8,1
1_BAT_3,4,1_HAL_3,8,2,13
1_BED_3,2,1_DRE_1,5,5,7
1_BED_3,2,1_HAL_3,8,5,13
1_DRE_3,5,1_BED_2,2,9,4
1_LAU_1,10,1_HAL_3,8,15,13
1_PAN_1,9,1_KIT_1,3,18,14
1_POR_1,18,1_LIV_1,1,19,17
1_LAU_2,10,1_HAL_2,8,16,12
1_STA_1,7,1_LIV_1,1,20,17
1_CLO_1,11,1_HAL_2,8,6,12
