ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_GAR_1,19,1_HAL_2,8,9,11
1_LAU_1,10,1_BAT_2,4,13,1
1_HAL_1,8,1_LIV_1,1,10,16
1_HAL_1,8,1_BED_1,2,10,2
1_HAL_1,8,1_BED_2,2,10,3
1_HAL_1,8,1_BAT_2,4,10,1
1_LIV_1,1,1_HAL_1,8,16,10
1_LIV_1,1,1_KIT_1,3,16,12
1_LIV_1,1,1_HAL_2,8,16,11
1_LIV_1,1,1_POR_1,18,16,17
1_BAT_1,4,1_BED_3,2,0,4
1_BED_1,2,1_CLO_2,11,2,6
1_BED_1,2,1_HAL_1,8,2,10
1_BED_2,2,1_CLO_1,11,3,5
1_BED_2,2,1_HAL_1,8,3,10
1_POR_1,18,1_LIV_1,1,17,16
1_KIT_1,3,1_LIV_1,1,12,16
1_DRE_1,5,1_BED_3,2,8,4
1_HAL_2,8,1_LIV_1,1,11,16
1_HAL_2,8,1_CLO_3,11,11,7
1_HAL_2,8,1_GAR_1,19,11,9
1_HAL_2,8,1_LAU_2,10,11,14
1_HAL_2,8,1_BED_3,2,11,4
1_LAU_2,10,1_LAU_3,10,14,15
1_LAU_2,10,1_HAL_2,8,14,11
1_LAU_3,10,1_LAU_2,10,15,14
1_CLO_1,11,1_BED_2,2,5,3
1_CLO_2,11,1_BED_1,2,6,2
1_BAT_2,4,1_LAU_1,10,1,13
1_BAT_2,4,1_HAL_1,8,1,10
1_BED_3,2,1_DRE_1,5,4,8
1_BED_3,2,1_BAT_1,4,4,0
1_BED_3,2,1_HAL_2,8,4,11
1_CLO_3,11,1_HAL_2,8,7,11
